pollster,numeric_grade,pollscore,state,end_date,candidate_name,sample_size,pct
Marquette Law School,3,-1.1,Wisconsin,9/5/24,Donald Trump,738,43
Marquette Law School,3,-1.1,Wisconsin,9/5/24,Robert F. Kennedy,738,6
Marquette Law School,3,-1.1,Wisconsin,9/5/24,Chase Oliver,738,1
Marquette Law School,3,-1.1,Wisconsin,9/5/24,Jill Stein,738,1
Marquette Law School,3,-1.1,Wisconsin,9/5/24,Randall A. Terry,738,1
Marquette Law School,3,-1.1,Wisconsin,9/5/24,Cornel West,738,1
Patriot Polling,1.1,0.6,Pennsylvania,9/3/24,Kamala Harris,857,47.9
Patriot Polling,1.1,0.6,Pennsylvania,9/3/24,Donald Trump,857,49
Patriot Polling,1.1,0.6,Michigan,9/3/24,Kamala Harris,822,48.4
Patriot Polling,1.1,0.6,Michigan,9/3/24,Donald Trump,822,47.6
Patriot Polling,1.1,0.6,Wisconsin,9/3/24,Kamala Harris,826,47.9
Patriot Polling,1.1,0.6,Wisconsin,9/3/24,Donald Trump,826,47.7
Patriot Polling,1.1,0.6,North Carolina,9/3/24,Kamala Harris,804,47.5
Patriot Polling,1.1,0.6,North Carolina,9/3/24,Donald Trump,804,50
Patriot Polling,1.1,0.6,Georgia,9/3/24,Kamala Harris,814,48.3
Patriot Polling,1.1,0.6,Georgia,9/3/24,Donald Trump,814,48.9
Patriot Polling,1.1,0.6,Arizona,9/3/24,Kamala Harris,804,46.9
Patriot Polling,1.1,0.6,Arizona,9/3/24,Donald Trump,804,48.5
Patriot Polling,1.1,0.6,Nevada,9/3/24,Kamala Harris,788,46.8
Patriot Polling,1.1,0.6,Nevada,9/3/24,Donald Trump,788,47
Lake Research,1.2,0.1,Other,9/2/24,Kamala Harris,600,42
Lake Research,1.2,0.1,Other,9/2/24,Donald Trump,600,52
Cygnal,2.1,-1.1,Other,9/1/24,Kamala Harris,400,43.1
Cygnal,2.1,-1.1,Other,9/1/24,Donald Trump,400,53
Cygnal,2.1,-1.1,Michigan,9/1/24,Kamala Harris,600,47
Cygnal,2.1,-1.1,Michigan,9/1/24,Donald Trump,600,46
InsiderAdvantage,2,-0.3,Nevada,8/31/24,Kamala Harris,800,46.5
InsiderAdvantage,2,-0.3,Nevada,8/31/24,Donald Trump,800,47.9
InsiderAdvantage,2,-0.3,Arizona,8/31/24,Kamala Harris,800,48.4
InsiderAdvantage,2,-0.3,Arizona,8/31/24,Donald Trump,800,48.6
InsiderAdvantage,2,-0.3,North Carolina,8/31/24,Kamala Harris,800,48.4
InsiderAdvantage,2,-0.3,North Carolina,8/31/24,Donald Trump,800,49.2
InsiderAdvantage,2,-0.3,Georgia,8/31/24,Kamala Harris,800,48.3
InsiderAdvantage,2,-0.3,Georgia,8/31/24,Donald Trump,800,47.6
SoonerPoll.com,1.8,0.3,Other,8/31/24,Kamala Harris,323,39.9
SoonerPoll.com,1.8,0.3,Other,8/31/24,Donald Trump,323,56
YouGov,3,-1.1,Texas,8/31/24,Kamala Harris,1200,44
YouGov,3,-1.1,Texas,8/31/24,Donald Trump,1200,49
YouGov,3,-1.1,Texas,8/31/24,Jill Stein,1200,2
YouGov,3,-1.1,Texas,8/31/24,Chase Oliver,1200,0
YouGov,3,-1.1,Texas,8/31/24,Kamala Harris,1200,44
YouGov,3,-1.1,Texas,8/31/24,Donald Trump,1200,49
Trafalgar Group,0.7,0.6,Wisconsin,8/30/24,Kamala Harris,1083,46.2
Trafalgar Group,0.7,0.6,Wisconsin,8/30/24,Donald Trump,1083,47.3
Trafalgar Group,0.7,0.6,Michigan,8/30/24,Kamala Harris,1089,46.6
Trafalgar Group,0.7,0.6,Michigan,8/30/24,Donald Trump,1089,47
Trafalgar Group,0.7,0.6,Pennsylvania,8/30/24,Kamala Harris,1082,44.9
Trafalgar Group,0.7,0.6,Pennsylvania,8/30/24,Donald Trump,1082,47
Gonzales Research & Media Services,1.2,0.4,Maryland,8/30/24,Kamala Harris,820,56
Gonzales Research & Media Services,1.2,0.4,Maryland,8/30/24,Donald Trump,820,35
Wick,1.4,0.1,Pennsylvania,8/29/24,Kamala Harris,1607,47
Wick,1.4,0.1,Pennsylvania,8/29/24,Donald Trump,1607,48
Wick,1.4,0.1,Pennsylvania,8/29/24,Chase Oliver,1607,1
Wick,1.4,0.1,Pennsylvania,8/29/24,Jill Stein,1607,1
Wick,1.4,0.1,Pennsylvania,8/29/24,Kamala Harris,1607,49
Wick,1.4,0.1,Pennsylvania,8/29/24,Donald Trump,1607,49
SurveyUSA,2.8,-1.3,Minnesota,8/29/24,Kamala Harris,635,48
SurveyUSA,2.8,-1.3,Minnesota,8/29/24,Donald Trump,635,43
Global Strategy Group,1.8,-0.5,Other,8/29/24,Kamala Harris,600,37
Global Strategy Group,1.8,-0.5,Other,8/29/24,Donald Trump,600,54
Lake Research,1.2,0.1,Texas,8/29/24,Kamala Harris,800,43
Lake Research,1.2,0.1,Texas,8/29/24,Donald Trump,800,51
Lake Research,1.2,0.1,Texas,8/29/24,Jill Stein,800,2
Lake Research,1.2,0.1,Texas,8/29/24,Chase Oliver,800,2
CNN/SSRS,2.8,-0.6,Arizona,8/29/24,Kamala Harris,682,44
CNN/SSRS,2.8,-0.6,Arizona,8/29/24,Donald Trump,682,49
CNN/SSRS,2.8,-0.6,Arizona,8/29/24,Jill Stein,682,2
CNN/SSRS,2.8,-0.6,Arizona,8/29/24,Chase Oliver,682,1
CNN/SSRS,2.8,-0.6,Georgia,8/29/24,Kamala Harris,617,48
CNN/SSRS,2.8,-0.6,Georgia,8/29/24,Donald Trump,617,47
CNN/SSRS,2.8,-0.6,Georgia,8/29/24,Cornel West,617,1
CNN/SSRS,2.8,-0.6,Georgia,8/29/24,Jill Stein,617,1
CNN/SSRS,2.8,-0.6,Georgia,8/29/24,Chase Oliver,617,1
CNN/SSRS,2.8,-0.6,Michigan,8/29/24,Kamala Harris,708,48
CNN/SSRS,2.8,-0.6,Michigan,8/29/24,Donald Trump,708,43
CNN/SSRS,2.8,-0.6,Michigan,8/29/24,Robert F. Kennedy,708,4
CNN/SSRS,2.8,-0.6,Michigan,8/29/24,Jill Stein,708,0
CNN/SSRS,2.8,-0.6,Michigan,8/29/24,Chase Oliver,708,1
CNN/SSRS,2.8,-0.6,Nevada,8/29/24,Kamala Harris,626,48
CNN/SSRS,2.8,-0.6,Nevada,8/29/24,Donald Trump,626,47
CNN/SSRS,2.8,-0.6,Nevada,8/29/24,Jill Stein,626,1
CNN/SSRS,2.8,-0.6,Nevada,8/29/24,Chase Oliver,626,1
CNN/SSRS,2.8,-0.6,Pennsylvania,8/29/24,Kamala Harris,789,47
CNN/SSRS,2.8,-0.6,Pennsylvania,8/29/24,Donald Trump,789,47
CNN/SSRS,2.8,-0.6,Pennsylvania,8/29/24,Jill Stein,789,1
CNN/SSRS,2.8,-0.6,Pennsylvania,8/29/24,Chase Oliver,789,1
CNN/SSRS,2.8,-0.6,Wisconsin,8/29/24,Kamala Harris,976,50
CNN/SSRS,2.8,-0.6,Wisconsin,8/29/24,Donald Trump,976,44
CNN/SSRS,2.8,-0.6,Wisconsin,8/29/24,Cornel West,976,0
CNN/SSRS,2.8,-0.6,Wisconsin,8/29/24,Jill Stein,976,1
CNN/SSRS,2.8,-0.6,Wisconsin,8/29/24,Chase Oliver,976,2
East Carolina University,2.6,-0.5,North Carolina,8/28/24,Kamala Harris,920,46.9
East Carolina University,2.6,-0.5,North Carolina,8/28/24,Donald Trump,920,47.6
East Carolina University,2.6,-0.5,North Carolina,8/28/24,Chase Oliver,920,0.4
East Carolina University,2.6,-0.5,North Carolina,8/28/24,Jill Stein,920,0.4
East Carolina University,2.6,-0.5,North Carolina,8/28/24,Randall A. Terry,920,0.2
East Carolina University,2.6,-0.5,North Carolina,8/28/24,Cornel West,920,1
Glengariff Group Inc.,1.5,-0.2,Michigan,8/28/24,Kamala Harris,600,43.5
Glengariff Group Inc.,1.5,-0.2,Michigan,8/28/24,Donald Trump,600,44.7
Glengariff Group Inc.,1.5,-0.2,Michigan,8/28/24,Robert F. Kennedy,600,4.7
Glengariff Group Inc.,1.5,-0.2,Michigan,8/28/24,Jill Stein,600,1.3
Emerson,2.9,-1.1,Arizona,8/28/24,Kamala Harris,720,47.5
Emerson,2.9,-1.1,Arizona,8/28/24,Donald Trump,720,51.2
Emerson,2.9,-1.1,Michigan,8/28/24,Kamala Harris,800,51.2
Emerson,2.9,-1.1,Michigan,8/28/24,Donald Trump,800,47.6
Emerson,2.9,-1.1,Nevada,8/28/24,Kamala Harris,1168,49.4
Emerson,2.9,-1.1,Nevada,8/28/24,Donald Trump,1168,48.8
Emerson,2.9,-1.1,Pennsylvania,8/28/24,Kamala Harris,950,49.4
Emerson,2.9,-1.1,Pennsylvania,8/28/24,Donald Trump,950,49.4
Emerson,2.9,-1.1,Wisconsin,8/28/24,Kamala Harris,850,49.1
Emerson,2.9,-1.1,Wisconsin,8/28/24,Donald Trump,850,49.8
Emerson,2.9,-1.1,North Carolina,8/28/24,Kamala Harris,775,49
Emerson,2.9,-1.1,North Carolina,8/28/24,Donald Trump,775,49.9
Emerson,2.9,-1.1,Georgia,8/28/24,Kamala Harris,800,50.1
Emerson,2.9,-1.1,Georgia,8/28/24,Donald Trump,800,49
Redfield & Wilton Strategies,1.8,0.4,North Carolina,8/28/24,Kamala Harris,812,44
Redfield & Wilton Strategies,1.8,0.4,North Carolina,8/28/24,Donald Trump,812,45
Redfield & Wilton Strategies,1.8,0.4,North Carolina,8/28/24,Chase Oliver,812,1
Redfield & Wilton Strategies,1.8,0.4,North Carolina,8/28/24,Jill Stein,812,1
Redfield & Wilton Strategies,1.8,0.4,Arizona,8/28/24,Kamala Harris,530,45
Redfield & Wilton Strategies,1.8,0.4,Arizona,8/28/24,Donald Trump,530,46
Redfield & Wilton Strategies,1.8,0.4,Arizona,8/28/24,Chase Oliver,530,1
Redfield & Wilton Strategies,1.8,0.4,Arizona,8/28/24,Jill Stein,530,1
Redfield & Wilton Strategies,1.8,0.4,Florida,8/28/24,Kamala Harris,850,43
Redfield & Wilton Strategies,1.8,0.4,Florida,8/28/24,Donald Trump,850,48
Redfield & Wilton Strategies,1.8,0.4,Florida,8/28/24,Chase Oliver,850,1
Redfield & Wilton Strategies,1.8,0.4,Florida,8/28/24,Jill Stein,850,0
Redfield & Wilton Strategies,1.8,0.4,Georgia,8/28/24,Kamala Harris,699,42
Redfield & Wilton Strategies,1.8,0.4,Georgia,8/28/24,Donald Trump,699,44
Redfield & Wilton Strategies,1.8,0.4,Georgia,8/28/24,Chase Oliver,699,0
Redfield & Wilton Strategies,1.8,0.4,Georgia,8/28/24,Jill Stein,699,1
Redfield & Wilton Strategies,1.8,0.4,Michigan,8/28/24,Kamala Harris,761,47
Redfield & Wilton Strategies,1.8,0.4,Michigan,8/28/24,Donald Trump,761,44
Redfield & Wilton Strategies,1.8,0.4,Michigan,8/28/24,Chase Oliver,761,1
Redfield & Wilton Strategies,1.8,0.4,Michigan,8/28/24,Jill Stein,761,1
Redfield & Wilton Strategies,1.8,0.4,Minnesota,8/28/24,Kamala Harris,426,51
Redfield & Wilton Strategies,1.8,0.4,Minnesota,8/28/24,Donald Trump,426,42
Redfield & Wilton Strategies,1.8,0.4,Minnesota,8/28/24,Chase Oliver,426,1
Redfield & Wilton Strategies,1.8,0.4,Minnesota,8/28/24,Jill Stein,426,0
Redfield & Wilton Strategies,1.8,0.4,Nevada,8/28/24,Kamala Harris,490,47
Redfield & Wilton Strategies,1.8,0.4,Nevada,8/28/24,Donald Trump,490,47
Redfield & Wilton Strategies,1.8,0.4,Nevada,8/28/24,Chase Oliver,490,0
Redfield & Wilton Strategies,1.8,0.4,Nevada,8/28/24,Jill Stein,490,1
Redfield & Wilton Strategies,1.8,0.4,New Mexico,8/28/24,Kamala Harris,488,47
Redfield & Wilton Strategies,1.8,0.4,New Mexico,8/28/24,Donald Trump,488,40
Redfield & Wilton Strategies,1.8,0.4,New Mexico,8/28/24,Chase Oliver,488,0
Redfield & Wilton Strategies,1.8,0.4,New Mexico,8/28/24,Jill Stein,488,0
Redfield & Wilton Strategies,1.8,0.4,Pennsylvania,8/28/24,Kamala Harris,1071,46
Redfield & Wilton Strategies,1.8,0.4,Pennsylvania,8/28/24,Donald Trump,1071,45
Redfield & Wilton Strategies,1.8,0.4,Pennsylvania,8/28/24,Chase Oliver,1071,0
Redfield & Wilton Strategies,1.8,0.4,Pennsylvania,8/28/24,Jill Stein,1071,1
Redfield & Wilton Strategies,1.8,0.4,Wisconsin,8/28/24,Kamala Harris,672,48
Redfield & Wilton Strategies,1.8,0.4,Wisconsin,8/28/24,Donald Trump,672,44
Redfield & Wilton Strategies,1.8,0.4,Wisconsin,8/28/24,Chase Oliver,672,0
Redfield & Wilton Strategies,1.8,0.4,Wisconsin,8/28/24,Jill Stein,672,0
Morning Consult,1.9,-0.3,Arizona,8/27/24,Kamala Harris,805,49
Morning Consult,1.9,-0.3,Arizona,8/27/24,Donald Trump,805,47
Morning Consult,1.9,-0.3,Arizona,8/27/24,Jill Stein,805,0
Morning Consult,1.9,-0.3,Arizona,8/27/24,Chase Oliver,805,2
Morning Consult,1.9,-0.3,Arizona,8/27/24,Kamala Harris,805,48
Morning Consult,1.9,-0.3,Arizona,8/27/24,Donald Trump,805,48
Morning Consult,1.9,-0.3,Arizona,8/27/24,Kamala Harris,776,49
Morning Consult,1.9,-0.3,Arizona,8/27/24,Donald Trump,776,47
Morning Consult,1.9,-0.3,Arizona,8/27/24,Jill Stein,776,0
Morning Consult,1.9,-0.3,Arizona,8/27/24,Chase Oliver,776,2
Morning Consult,1.9,-0.3,Arizona,8/27/24,Kamala Harris,776,48
Morning Consult,1.9,-0.3,Arizona,8/27/24,Donald Trump,776,48
SurveyUSA,2.8,-1.3,Other,8/27/24,Kamala Harris,1293,37
SurveyUSA,2.8,-1.3,Other,8/27/24,Donald Trump,1293,54
SurveyUSA,2.8,-1.3,Other,8/27/24,Kamala Harris,507,47
SurveyUSA,2.8,-1.3,Other,8/27/24,Donald Trump,507,42
Research America,0.7,1.7,Other,8/27/24,Kamala Harris,400,34
Research America,0.7,1.7,Other,8/27/24,Donald Trump,400,61
Beacon/Shaw,2.8,-1.1,Arizona,8/26/24,Kamala Harris,1014,48
Beacon/Shaw,2.8,-1.1,Arizona,8/26/24,Donald Trump,1014,47
Beacon/Shaw,2.8,-1.1,Arizona,8/26/24,Jill Stein,1014,1
Beacon/Shaw,2.8,-1.1,Arizona,8/26/24,Chase Oliver,1014,2
Beacon/Shaw,2.8,-1.1,Arizona,8/26/24,Cornel West,1014,1
Beacon/Shaw,2.8,-1.1,Arizona,8/26/24,Kamala Harris,1014,50
Beacon/Shaw,2.8,-1.1,Arizona,8/26/24,Donald Trump,1014,49
Beacon/Shaw,2.8,-1.1,Georgia,8/26/24,Kamala Harris,1014,48
Beacon/Shaw,2.8,-1.1,Georgia,8/26/24,Donald Trump,1014,46
Beacon/Shaw,2.8,-1.1,Georgia,8/26/24,Cornel West,1014,1
Beacon/Shaw,2.8,-1.1,Georgia,8/26/24,Jill Stein,1014,2
Beacon/Shaw,2.8,-1.1,Georgia,8/26/24,Chase Oliver,1014,2
Beacon/Shaw,2.8,-1.1,Georgia,8/26/24,Kamala Harris,1014,50
Beacon/Shaw,2.8,-1.1,Georgia,8/26/24,Donald Trump,1014,48
Beacon/Shaw,2.8,-1.1,Nevada,8/26/24,Kamala Harris,1026,48
Beacon/Shaw,2.8,-1.1,Nevada,8/26/24,Donald Trump,1026,46
Beacon/Shaw,2.8,-1.1,Nevada,8/26/24,Jill Stein,1026,1
Beacon/Shaw,2.8,-1.1,Nevada,8/26/24,Chase Oliver,1026,1
Beacon/Shaw,2.8,-1.1,Nevada,8/26/24,Cornel West,1026,2
Beacon/Shaw,2.8,-1.1,Nevada,8/26/24,Kamala Harris,1026,50
Beacon/Shaw,2.8,-1.1,Nevada,8/26/24,Donald Trump,1026,48
Beacon/Shaw,2.8,-1.1,North Carolina,8/26/24,Kamala Harris,999,47
Beacon/Shaw,2.8,-1.1,North Carolina,8/26/24,Donald Trump,999,48
Beacon/Shaw,2.8,-1.1,North Carolina,8/26/24,Cornel West,999,2
Beacon/Shaw,2.8,-1.1,North Carolina,8/26/24,Jill Stein,999,1
Beacon/Shaw,2.8,-1.1,North Carolina,8/26/24,Chase Oliver,999,1
Beacon/Shaw,2.8,-1.1,North Carolina,8/26/24,Kamala Harris,999,49
Beacon/Shaw,2.8,-1.1,North Carolina,8/26/24,Donald Trump,999,50
Morning Consult,1.9,-0.3,Georgia,8/26/24,Kamala Harris,801,47
Morning Consult,1.9,-0.3,Georgia,8/26/24,Donald Trump,801,46
Morning Consult,1.9,-0.3,Georgia,8/26/24,Jill Stein,801,1
Morning Consult,1.9,-0.3,Georgia,8/26/24,Chase Oliver,801,4
Morning Consult,1.9,-0.3,Georgia,8/26/24,Kamala Harris,801,49
Morning Consult,1.9,-0.3,Georgia,8/26/24,Donald Trump,801,47
Morning Consult,1.9,-0.3,Georgia,8/26/24,Kamala Harris,737,48
Morning Consult,1.9,-0.3,Georgia,8/26/24,Donald Trump,737,46
Morning Consult,1.9,-0.3,Georgia,8/26/24,Jill Stein,737,1
Morning Consult,1.9,-0.3,Georgia,8/26/24,Chase Oliver,737,3
Morning Consult,1.9,-0.3,Georgia,8/26/24,Kamala Harris,737,50
Morning Consult,1.9,-0.3,Georgia,8/26/24,Donald Trump,737,47
Morning Consult,1.9,-0.3,Michigan,8/26/24,Kamala Harris,702,48
Morning Consult,1.9,-0.3,Michigan,8/26/24,Donald Trump,702,46
Morning Consult,1.9,-0.3,Michigan,8/26/24,Jill Stein,702,1
Morning Consult,1.9,-0.3,Michigan,8/26/24,Chase Oliver,702,2
Morning Consult,1.9,-0.3,Michigan,8/26/24,Kamala Harris,702,49
Morning Consult,1.9,-0.3,Michigan,8/26/24,Donald Trump,702,46
Morning Consult,1.9,-0.3,Michigan,8/26/24,Kamala Harris,651,49
Morning Consult,1.9,-0.3,Michigan,8/26/24,Donald Trump,651,47
Morning Consult,1.9,-0.3,Michigan,8/26/24,Jill Stein,651,0
Morning Consult,1.9,-0.3,Michigan,8/26/24,Chase Oliver,651,2
Morning Consult,1.9,-0.3,Michigan,8/26/24,Kamala Harris,651,49
Morning Consult,1.9,-0.3,Michigan,8/26/24,Donald Trump,651,47
Morning Consult,1.9,-0.3,Nevada,8/26/24,Kamala Harris,450,48
Morning Consult,1.9,-0.3,Nevada,8/26/24,Donald Trump,450,45
Morning Consult,1.9,-0.3,Nevada,8/26/24,Jill Stein,450,2
Morning Consult,1.9,-0.3,Nevada,8/26/24,Chase Oliver,450,4
Morning Consult,1.9,-0.3,Nevada,8/26/24,Kamala Harris,450,49
Morning Consult,1.9,-0.3,Nevada,8/26/24,Donald Trump,450,45
Morning Consult,1.9,-0.3,Nevada,8/26/24,Kamala Harris,416,48
Morning Consult,1.9,-0.3,Nevada,8/26/24,Donald Trump,416,46
Morning Consult,1.9,-0.3,Nevada,8/26/24,Jill Stein,416,2
Morning Consult,1.9,-0.3,Nevada,8/26/24,Chase Oliver,416,3
Morning Consult,1.9,-0.3,Nevada,8/26/24,Kamala Harris,416,50
Morning Consult,1.9,-0.3,Nevada,8/26/24,Donald Trump,416,46
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Kamala Harris,700,48
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Donald Trump,700,47
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Jill Stein,700,1
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Chase Oliver,700,2
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Kamala Harris,700,49
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Donald Trump,700,47
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Kamala Harris,645,48
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Donald Trump,645,48
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Jill Stein,645,1
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Chase Oliver,645,2
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Kamala Harris,645,49
Morning Consult,1.9,-0.3,North Carolina,8/26/24,Donald Trump,645,49
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Kamala Harris,803,51
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Donald Trump,803,45
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Jill Stein,803,1
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Chase Oliver,803,2
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Kamala Harris,803,51
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Donald Trump,803,47
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Kamala Harris,758,51
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Donald Trump,758,46
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Jill Stein,758,1
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Chase Oliver,758,1
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Kamala Harris,758,51
Morning Consult,1.9,-0.3,Pennsylvania,8/26/24,Donald Trump,758,48
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Kamala Harris,701,51
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Donald Trump,701,44
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Jill Stein,701,1
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Chase Oliver,701,1
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Kamala Harris,701,52
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Donald Trump,701,44
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Kamala Harris,648,52
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Donald Trump,648,44
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Jill Stein,648,1
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Chase Oliver,648,1
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Kamala Harris,648,53
Morning Consult,1.9,-0.3,Wisconsin,8/26/24,Donald Trump,648,44
EPIC/MRA,1.9,-0.7,Michigan,8/26/24,Kamala Harris,600,45
EPIC/MRA,1.9,-0.7,Michigan,8/26/24,Donald Trump,600,46
EPIC/MRA,1.9,-0.7,Michigan,8/26/24,Robert F. Kennedy,600,3
EPIC/MRA,1.9,-0.7,Michigan,8/26/24,Jill Stein,600,1
EPIC/MRA,1.9,-0.7,Michigan,8/26/24,Kamala Harris,600,46
EPIC/MRA,1.9,-0.7,Michigan,8/26/24,Donald Trump,600,47
Cherry Communications,1,0.2,Florida,8/26/24,Kamala Harris,600,45
Cherry Communications,1,0.2,Florida,8/26/24,Donald Trump,600,52
YouGov,3,-1.1,Pennsylvania,8/23/24,Kamala Harris,500,43
YouGov,3,-1.1,Pennsylvania,8/23/24,Donald Trump,500,42.5
YouGov,3,-1.1,Pennsylvania,8/23/24,Kamala Harris,500,43
YouGov,3,-1.1,Pennsylvania,8/23/24,Donald Trump,500,41
YouGov,3,-1.1,Pennsylvania,8/23/24,Robert F. Kennedy,500,3
YouGov,3,-1.1,Pennsylvania,8/23/24,Jill Stein,500,1
YouGov,3,-1.1,Pennsylvania,8/23/24,Cornel West,500,0
YouGov,3,-1.1,Pennsylvania,8/23/24,Chase Oliver,500,0.5
YouGov,3,-1.1,Wisconsin,8/23/24,Kamala Harris,500,48
YouGov,3,-1.1,Wisconsin,8/23/24,Donald Trump,500,42
YouGov,3,-1.1,Wisconsin,8/23/24,Kamala Harris,500,45
YouGov,3,-1.1,Wisconsin,8/23/24,Donald Trump,500,40
YouGov,3,-1.1,Wisconsin,8/23/24,Robert F. Kennedy,500,4
YouGov,3,-1.1,Wisconsin,8/23/24,Jill Stein,500,0.5
YouGov,3,-1.1,Wisconsin,8/23/24,Cornel West,500,1
YouGov,3,-1.1,Wisconsin,8/23/24,Chase Oliver,500,0
YouGov,3,-1.1,Michigan,8/23/24,Kamala Harris,500,44
YouGov,3,-1.1,Michigan,8/23/24,Donald Trump,500,43.5
YouGov,3,-1.1,Michigan,8/23/24,Kamala Harris,500,44
YouGov,3,-1.1,Michigan,8/23/24,Donald Trump,500,41.5
YouGov,3,-1.1,Michigan,8/23/24,Robert F. Kennedy,500,5
YouGov,3,-1.1,Michigan,8/23/24,Jill Stein,500,0
YouGov,3,-1.1,Michigan,8/23/24,Cornel West,500,1
YouGov,3,-1.1,Michigan,8/23/24,Chase Oliver,500,0.5
PPP,1.4,0,Texas,8/22/24,Kamala Harris,725,42
PPP,1.4,0,Texas,8/22/24,Donald Trump,725,45
PPP,1.4,0,Texas,8/22/24,Jill Stein,725,0
PPP,1.4,0,Texas,8/22/24,Robert F. Kennedy,725,6
PPP,1.4,0,Texas,8/22/24,Cornel West,725,1
PPP,1.4,0,Texas,8/22/24,Kamala Harris,725,44
PPP,1.4,0,Texas,8/22/24,Donald Trump,725,49
PPP,1.4,0,Florida,8/22/24,Kamala Harris,837,45
PPP,1.4,0,Florida,8/22/24,Donald Trump,837,48
PPP,1.4,0,Florida,8/22/24,Jill Stein,837,1
PPP,1.4,0,Florida,8/22/24,Robert F. Kennedy,837,2
PPP,1.4,0,Florida,8/22/24,Cornel West,837,1
PPP,1.4,0,Florida,8/22/24,Kamala Harris,837,47
PPP,1.4,0,Florida,8/22/24,Donald Trump,837,51
Emerson,2.9,-1.1,New Mexico,8/22/24,Kamala Harris,965,53.6
Emerson,2.9,-1.1,New Mexico,8/22/24,Donald Trump,965,46.4
Emerson,2.9,-1.1,New Mexico,8/22/24,Kamala Harris,965,51
Emerson,2.9,-1.1,New Mexico,8/22/24,Donald Trump,965,40.2
Emerson,2.9,-1.1,New Mexico,8/22/24,Robert F. Kennedy,965,3.4
Emerson,2.9,-1.1,New Mexico,8/22/24,Cornel West,965,0.2
Emerson,2.9,-1.1,New Mexico,8/22/24,Jill Stein,965,0.3
Emerson,2.9,-1.1,New Mexico,8/22/24,Chase Oliver,965,0.2
TIPP,1.8,-0.4,Michigan,8/22/24,Kamala Harris,1001,46.4
TIPP,1.8,-0.4,Michigan,8/22/24,Donald Trump,1001,44.1
TIPP,1.8,-0.4,Michigan,8/22/24,Kamala Harris,741,48.4
TIPP,1.8,-0.4,Michigan,8/22/24,Donald Trump,741,46
TIPP,1.8,-0.4,Michigan,8/22/24,Kamala Harris,1001,43.7
TIPP,1.8,-0.4,Michigan,8/22/24,Donald Trump,1001,41.9
TIPP,1.8,-0.4,Michigan,8/22/24,Robert F. Kennedy,1001,5.9
TIPP,1.8,-0.4,Michigan,8/22/24,Cornel West,1001,1.2
TIPP,1.8,-0.4,Michigan,8/22/24,Jill Stein,1001,1.1
TIPP,1.8,-0.4,Michigan,8/22/24,Kamala Harris,741,46.8
TIPP,1.8,-0.4,Michigan,8/22/24,Donald Trump,741,44.8
TIPP,1.8,-0.4,Michigan,8/22/24,Robert F. Kennedy,741,5.1
TIPP,1.8,-0.4,Michigan,8/22/24,Cornel West,741,0.7
TIPP,1.8,-0.4,Michigan,8/22/24,Jill Stein,741,0.9
SurveyUSA/High Point University,2.8,-1.3,North Carolina,8/21/24,Kamala Harris,1053,46
SurveyUSA/High Point University,2.8,-1.3,North Carolina,8/21/24,Donald Trump,1053,45
SurveyUSA/High Point University,2.8,-1.3,North Carolina,8/21/24,Kamala Harris,941,47
SurveyUSA/High Point University,2.8,-1.3,North Carolina,8/21/24,Donald Trump,941,47
Fabrizio Ward,1.7,-0.1,Michigan,8/21/24,Kamala Harris,400,44
Fabrizio Ward,1.7,-0.1,Michigan,8/21/24,Donald Trump,400,43
