pollster,numeric_grade,pollscore,state,end_date,candidate_name,sample_size,pct,num_harris
Beacon/Shaw,2.8,-1.1,Minnesota,2024-07-24,Kamala Harris,1071,52,557
Beacon/Shaw,2.8,-1.1,Michigan,2024-07-24,Kamala Harris,1012,43,435
Beacon/Shaw,2.8,-1.1,Michigan,2024-07-24,Kamala Harris,1012,49,496
Emerson,2.9,-1.1,Arizona,2024-07-23,Kamala Harris,800,47.4,379
Emerson,2.9,-1.1,Arizona,2024-07-23,Kamala Harris,800,39.8,318
Emerson,2.9,-1.1,Georgia,2024-07-23,Kamala Harris,800,48.9,391
Emerson,2.9,-1.1,Georgia,2024-07-23,Kamala Harris,800,43.3,346
Emerson,2.9,-1.1,Michigan,2024-07-23,Kamala Harris,800,49.1,393
Emerson,2.9,-1.1,Michigan,2024-07-23,Kamala Harris,800,43.8,350
Emerson,2.9,-1.1,Wisconsin,2024-07-23,Kamala Harris,845,50.6,428
Emerson,2.9,-1.1,Wisconsin,2024-07-23,Kamala Harris,845,45.4,384
Emerson,2.9,-1.1,Pennsylvania,2024-07-23,Kamala Harris,850,48.9,416
Emerson,2.9,-1.1,Pennsylvania,2024-07-23,Kamala Harris,850,44.3,377
